Splay,novels/4.txt,had,3,178
BST,novels/4.txt,this,11,134
Splay,novels/4.txt,this,6,134
BST,novels/4.txt,and,4,874
Splay,novels/4.txt,and,4,874
BST,novels/4.txt,perhaps,12,17
Splay,novels/4.txt,perhaps,11,17
BST,novels/4.txt,but,7,170
Splay,novels/4.txt,but,10,170
BST,novels/4.txt,there,9,99
Splay,novels/4.txt,there,8,99
BST,novels/4.txt,pigeon,13,12
Splay,novels/4.txt,pigeon,10,12
BST,novels/4.txt,course,16,26
Splay,novels/4.txt,course,15,26
BST,novels/4.txt,didn,14,14
Splay,novels/4.txt,didn,12,14
BST,novels/4.txt,it,6,595
Splay,novels/4.txt,it,11,595
BST,novels/4.txt,for,9,153
Splay,novels/4.txt,for,17,153
BST,novels/4.txt,my,15,58
Splay,novels/4.txt,my,6,58
BST,novels/4.txt,of,7,515
Splay,novels/4.txt,of,4,515
BST,novels/4.txt,at,9,212
Splay,novels/4.txt,at,11,212
BST,novels/4.txt,alice,0,399
Splay,novels/4.txt,alice,8,399
BST,novels/4.txt,just,7,52
Splay,novels/4.txt,just,11,52
BST,novels/4.txt,so,10,152
Splay,novels/4.txt,so,16,152
BST,novels/4.txt,what,10,141
Splay,novels/4.txt,what,7,141
BST,novels/4.txt,twinkling,12,4
Splay,novels/4.txt,twinkling,9,4
BST,novels/4.txt,as,8,263
Splay,novels/4.txt,as,9,263
BST,novels/4.txt,the,3,1651
Splay,novels/4.txt,the,6,1651
BST,novels/4.txt,i,6,546
Splay,novels/4.txt,i,13,546
BST,novels/4.txt,but,7,170
Splay,novels/4.txt,but,4,170
BST,novels/4.txt,so,10,152
Splay,novels/4.txt,so,3,152
BST,novels/4.txt,party,10,11
Splay,novels/4.txt,party,17,11
BST,novels/4.txt,to,6,729
Splay,novels/4.txt,to,7,729
BST,novels/4.txt,said,9,462
Splay,novels/4.txt,said,13,462
BST,novels/4.txt,at,9,212
Splay,novels/4.txt,at,5,212
BST,novels/4.txt,clean,16,1
Splay,novels/4.txt,clean,16,1
BST,novels/4.txt,s,1,204
Splay,novels/4.txt,s,7,204
BST,novels/4.txt,existence,15,1
Splay,novels/4.txt,existence,16,1
BST,novels/4.txt,found,11,32
Splay,novels/4.txt,found,11,32
BST,novels/4.txt,you,6,411
Splay,novels/4.txt,you,12,411
BST,novels/4.txt,hatter,18,56
Splay,novels/4.txt,hatter,14,56
BST,novels/4.txt,turned,9,16
Splay,novels/4.txt,turned,14,16
BST,novels/4.txt,s,1,204
